Model;Scenario;Region;Variable;Unit;1970;1975;1980;1985;1990;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070
IMAGE-GNM;SSP1_oct2020;BRIC;rSoil_denitrification;kgN/yr;25423266771.7;27098913751.4;30631534631.1;32380391917.4;34757990109.0;35420945898.5;35055209223.5;37926938437.1;40638931882.2;40815129415.6;41152614695.8;40046047880.8;38498128971.0;37869457735.9;37243506508.4;37064961713.5;35701797081.1;35620745631.4;36002846225.1;36378697566.6;36005670496.8
IMAGE-GNM;SSP1_oct2020;INDUS;rSoil_denitrification;kgN/yr;20642243146.7;23319207705.6;23802127774.0;23012247119.9;23404918989.3;22540890764.9;22601437454.0;22383673780.9;21741201238.6;22191610280.5;21520595965.2;21009510061.5;20419841655.6;20525009606.9;20501343672.2;20288462027.0;20356688139.8;20230674894.5;20488522662.8;20824807698.4;20912183219.9
IMAGE-GNM;SSP1_oct2020;ROW;rSoil_denitrification;kgN/yr;42106589372.0;43808686701.3;46751311361.9;47805470117.5;49453553079.2;49506448747.3;51518006962.8;52730769236.5;54901549228.4;55034825427.5;56243988904.6;56834453512.0;57732326218.0;57950804920.9;57075129528.8;57815598415.5;58504238277.2;59573543125.3;60442520421.0;61323785435.8;61819132709.1
IMAGE-GNM;SSP1_oct2020;WRLD;rSoil_denitrification;kgN/yr;88172099290.4;94226808158.3;1.01184973767e+11;1.03198109155e+11;1.07616462177e+11;1.07468285411e+11;1.0917465364e+11;1.13041381455e+11;1.17281682349e+11;1.18041565124e+11;1.18917199566e+11;1.17890011454e+11;1.16650296845e+11;1.16345272264e+11;1.1481997971e+11;1.15169022156e+11;1.14562723498e+11;1.15424963651e+11;1.16933889309e+11;1.18527290701e+11;1.18736986426e+11
IMAGE-GNM;SSP1_oct2020;BRIC;rSoil_denitrification_agri;kgN/yr;6696075200.13;8262528531.24;11145069669.0;12767940655.6;15039823656.5;16694870780.4;16739028524.1;18899453949.7;20714916008.7;20445110002.6;20484327294.8;19819000312.0;18462047404.1;17505361036.1;16851528903.1;16441243581.6;15444598245.2;15281453529.7;15520485029.0;15972606652.5;15612875797.0
IMAGE-GNM;SSP1_oct2020;INDUS;rSoil_denitrification_agri;kgN/yr;10476357425.6;12307755118.1;12533799019.1;11930887982.5;11975742119.8;10968440175.5;10551732801.4;10086679083.7;9219789527.9;9658019437.67;9439410811.29;9138950650.08;8888279080.14;8564491356.58;8458675106.92;8025411891.83;8003726502.93;7889682783.81;7860219392.85;8157951883.74;8044513144.56
IMAGE-GNM;SSP1_oct2020;ROW;rSoil_denitrification_agri;kgN/yr;12371719896.5;13954111886.0;16123669981.6;17997353907.7;19225773965.2;19564269847.6;21430379895.1;22708087900.1;25087638512.6;24847182597.6;25813332425.8;26267936723.0;26721685144.6;26912633228.2;26096464308.9;25976632300.2;25912364298.1;26928402140.9;27673347757.7;28060401236.1;28457244855.6
IMAGE-GNM;SSP1_oct2020;WRLD;rSoil_denitrification_agri;kgN/yr;29544152522.2;34524395535.3;39802538669.7;42696182545.8;46241339741.5;47227580803.5;48721141220.6;51694220933.6;55022344049.1;54950312037.9;55737070531.9;55225887685.0;54072011628.8;52982485620.9;51406668318.9;50443287773.6;49360689046.3;50099538454.4;51054052179.4;52190959772.3;52114633797.1
IMAGE-GNM;SSP1_oct2020;BRIC;rSoil_denitrification_arable;kgN/yr;3095537116.57;4212284095.79;6838758190.51;8120862562.43;9852274398.43;11270383889.1;11549147768.1;13497049600.0;15057976641.0;14520824215.6;14140371646.3;13822575938.3;12741543558.5;11871895028.8;11346997710.0;11252822111.4;10641394565.2;10450502055.4;10604123082.5;11142329778.5;10926155472.5
IMAGE-GNM;SSP1_oct2020;INDUS;rSoil_denitrification_arable;kgN/yr;4740217377.86;5763791391.33;6215952779.31;5763671782.05;5960044219.91;5389635983.44;5162409025.25;4930789617.86;4148054557.62;4683610150.95;4737161801.12;4985747660.57;4894709389.75;4577321784.16;4687535959.25;4422918589.91;4723051735.36;4703000325.81;4464848014.53;4732682206.41;4520526524.66
IMAGE-GNM;SSP1_oct2020;ROW;rSoil_denitrification_arable;kgN/yr;4274346274.05;5435033590.3;6925067217.87;8639780016.51;9340393934.21;9480971175.44;10785753912.9;11589647303.6;13315057688.2;12678111519.5;12817775068.1;13340027131.4;13901384962.1;14202655047.8;13770645323.6;13994991671.0;14365304689.1;15534130978.5;16043289726.5;16430144518.6;16679330579.7
IMAGE-GNM;SSP1_oct2020;WRLD;rSoil_denitrification_arable;kgN/yr;12110100768.5;15411109077.4;19979778187.7;22524314361.0;25152712552.6;26140991047.9;27497310706.2;30017486521.5;32521088886.9;31882545886.1;31695308515.6;32148350730.2;31537637910.3;30651871860.7;29805178992.8;29670732372.2;29729750989.6;30687633359.7;31112260823.5;32305156503.5;32126012576.8
IMAGE-GNM;SSP1_oct2020;BRIC;rSoil_denitrification_grs;kgN/yr;3600538083.55;4050244435.45;4306311478.5;4647078093.15;5187549258.07;5424486891.34;5189880755.98;5402404349.62;5656939367.62;5924285787.02;6343955648.48;5996424373.7;5720503845.59;5633466007.37;5504531193.16;5188421470.26;4803203680.05;4830951474.27;4916361946.48;4830276873.97;4686720324.55
IMAGE-GNM;SSP1_oct2020;INDUS;rSoil_denitrification_grs;kgN/yr;5736140047.71;6543963726.8;6317846239.8;6167216200.5;6015697899.88;5578804192.06;5389323776.17;5155889465.87;5071734970.28;4974409286.72;4702249010.17;4153202989.51;3993569690.39;3987169572.42;3771139147.68;3602493301.92;3280674767.57;3186682458.01;3395371378.32;3425269677.33;3523986619.9
IMAGE-GNM;SSP1_oct2020;ROW;rSoil_denitrification_grs;kgN/yr;8097373622.49;8519078295.68;9198602763.71;9357573891.21;9885380030.98;10083298672.2;10644625982.3;11118440596.6;11772580824.3;12169071078.0;12995557357.7;12927909591.6;12820300182.5;12709978180.5;12325818985.3;11981640629.2;11547059609.0;11394271162.4;11630058031.1;11630256717.5;11777914275.9
IMAGE-GNM;SSP1_oct2020;WRLD;rSoil_denitrification_grs;kgN/yr;17434051753.7;19113286457.9;19822760482.0;20171868184.8;21088627188.9;21086589755.6;21223830514.4;21676734412.1;22501255162.2;23067766151.8;24041762016.3;23077536954.8;22534373718.5;22330613760.2;21601489326.1;20772555401.4;19630938056.7;19411905094.7;19941791355.9;19885803268.8;19988621220.3
IMAGE-GNM;SSP1_oct2020;BRIC;rSoil_denitrification_nat;kgN/yr;18727191571.5;18836385220.2;19486464962.1;19612451261.8;19718166452.4;18726075118.2;18316180699.4;19027484487.5;19924015873.5;20370019413.0;20668287401.0;20227047568.8;20036081567.0;20364096699.8;20391977605.4;20623718132.0;20257198835.9;20339292101.7;20482361196.1;20406090914.0;20392794699.8
IMAGE-GNM;SSP1_oct2020;INDUS;rSoil_denitrification_nat;kgN/yr;10165885721.2;11011452587.4;11268328754.9;11081359137.4;11429176869.5;11572450589.4;12049704652.6;12296994697.1;12521411710.7;12533590842.8;12081185153.9;11870559411.4;11531562575.4;11960518250.3;12042668565.3;12263050135.2;12352961636.9;12340992110.7;12628303270.0;12666855814.7;12867670075.4
IMAGE-GNM;SSP1_oct2020;ROW;rSoil_denitrification_nat;kgN/yr;29734869475.5;29854574815.3;30627641380.3;29808116209.8;30227779113.9;29942178899.7;30087627067.6;30022681336.4;29813910715.9;30187642830.0;30430656478.8;30566516789.0;31010641073.3;31038171692.7;30978665220.0;31838966115.2;32591873979.2;32645140984.4;32769172663.3;33263384199.7;33361887853.5
IMAGE-GNM;SSP1_oct2020;WRLD;rSoil_denitrification_nat;kgN/yr;58627946768.1;59702412623.0;61382435097.2;60501926609.0;61375122435.9;60240704607.2;60453512419.7;61347160521.0;62259338300.1;63091253085.9;63180129033.7;62664123769.2;62578285215.8;63362786642.8;63413311390.7;64725734382.3;65202034451.9;65325425196.9;65879837129.4;66336330928.4;66622352628.7
IMAGE-GNM;SSP1_oct2020;BRIC;rNleaching;kgN/yr;11033846356.5;12816124458.7;17137374177.8;19170212605.7;21621366878.8;21344435424.9;20708307950.4;23564669843.3;25259104187.9;26441274315.2;26519550982.2;25573440572.3;24859351316.3;23794887915.6;22795103743.0;20746914332.5;19821738127.0;20036646615.2;19819233696.8;19185844853.6;19013002035.0
IMAGE-GNM;SSP1_oct2020;INDUS;rNleaching;kgN/yr;14937690645.3;17679910573.2;18791432199.3;17855791799.1;16865889887.7;16474062194.3;14751506005.2;14545153764.4;14058639902.1;12837675619.5;12711779205.5;11917781162.5;11733596670.3;12079655605.5;11241830499.4;10950575766.4;9857771184.93;10150142710.9;10856660906.9;10252105085.5;10734995246.9
IMAGE-GNM;SSP1_oct2020;ROW;rNleaching;kgN/yr;13731415145.7;15379510903.1;17267553287.6;18781060650.5;19178040790.9;17944514421.5;18498331769.1;17581943485.7;19129718099.9;21680233666.3;22726734759.1;22247996176.8;21408083099.3;21895374363.2;22798951905.1;21850931717.2;21043753104.9;20025107458.9;21234111828.2;21699436430.9;21716011088.1
IMAGE-GNM;SSP1_oct2020;WRLD;rNleaching;kgN/yr;39702952147.5;45875545935.1;53196359664.7;55807065055.3;57665297557.3;55763012040.6;53958145724.6;55691767093.4;58447462190.0;60959183601.0;61958064946.9;59739217911.6;58001031085.9;57769917884.3;56835886147.6;53548421816.1;50723262416.9;50211896784.9;51910006431.8;51137386370.1;51464008370.0
IMAGE-GNM;SSP1_oct2020;BRIC;rNleaching_agri;kgN/yr;5294778395.5;6958953371.11;11047242181.9;13049107586.3;15602300246.1;15712410067.8;14954287463.8;17646927443.2;19217285996.3;20318242260.1;20425749320.5;19299438600.5;18929265749.7;18075216613.7;17006481991.1;15163634957.2;14043065049.0;14451753082.0;14418264663.1;13770893917.6;13797073880.5
IMAGE-GNM;SSP1_oct2020;INDUS;rNleaching_agri;kgN/yr;11898326767.0;14327054926.5;15355402309.0;14464631030.0;13515103926.8;13015445271.0;11373261401.0;10924609489.8;10246509107.5;9473808175.65;9483206333.78;8891634967.93;8712858822.48;8774595741.04;8109669821.56;7826120042.42;6959539450.5;7116620174.16;7571678375.38;7236223301.73;7581840141.15
IMAGE-GNM;SSP1_oct2020;ROW;rNleaching_agri;kgN/yr;6953248333.68;8629405422.89;10747240828.5;12239977893.4;12716823673.2;11677755356.7;12164096193.2;11798176855.1;12895453545.5;15030950781.8;16148576096.8;15875197686.6;15579480353.5;15525227684.6;16122912762.0;15533634292.4;14785033232.6;14330572158.6;14952762199.3;15115882874.2;15519477403.8
IMAGE-GNM;SSP1_oct2020;WRLD;rNleaching_agri;kgN/yr;24146353496.2;29915413720.5;37149885319.4;39753716509.8;41834227846.1;40405610695.6;38491645058.1;40369713788.0;42359248649.3;44823001217.7;46057531751.1;44066271255.1;43221604925.6;42375040039.4;41239064574.7;38523389292.0;35787637732.1;35898945414.6;36942705237.7;36123000093.4;36898391425.4
IMAGE-GNM;SSP1_oct2020;BRIC;rNleaching_arable;kgN/yr;4308127959.9;5921338041.36;9869356914.7;11703824451.5;14206732555.6;14303884326.3;13523950868.5;16141016415.3;17689093113.0;18728930291.5;18684705448.2;17642785106.2;17386504900.3;16610604827.8;15541395283.7;13834888033.4;12799556111.3;13196853143.9;13184358430.1;12533580779.2;12656421806.1
IMAGE-GNM;SSP1_oct2020;INDUS;rNleaching_arable;kgN/yr;10511873600.2;12730758162.1;13811386017.8;12898219956.2;12150399704.0;11677699900.4;10153737145.5;9713022747.27;8921616924.77;8397885379.02;8444630815.81;8055836680.32;7885129456.05;7880492013.7;7371599480.54;7138700571.25;6413109520.37;6547939978.82;6894385467.59;6675664448.3;6951586660.04
IMAGE-GNM;SSP1_oct2020;ROW;rNleaching_arable;kgN/yr;5462636548.71;7022403992.58;9060374349.38;10488595332.9;10963608331.3;9895935795.74;10295775752.3;10015197503.9;10861433394.7;13002330289.9;13856603180.6;13603567479.2;13530501564.9;13330453696.2;14017984465.4;13576383341.7;12929340546.3;12649050482.6;13085059962.0;13322563541.3;13758001644.6
IMAGE-GNM;SSP1_oct2020;WRLD;rNleaching_arable;kgN/yr;20282638108.8;25674500196.0;32741117281.9;35090639740.6;37320740590.9;35877520022.4;33973463766.3;35869236666.5;37472143432.5;40129145960.5;40985939444.6;39302189265.7;38802135921.2;37821550537.7;36930979229.6;34549971946.3;32142006178.0;32393843605.3;33163803859.6;32531808768.7;33366010110.7
IMAGE-GNM;SSP1_oct2020;BRIC;rNleaching_grs;kgN/yr;986650435.599;1037615329.75;1177885267.2;1345283134.77;1395567690.5;1408525741.51;1430336595.34;1505911027.81;1528192883.23;1589311968.66;1741043872.39;1656653494.34;1542760849.39;1464611785.9;1465086707.37;1328746923.83;1243508937.68;1254899938.05;1233906232.97;1237313138.43;1140652074.43
IMAGE-GNM;SSP1_oct2020;INDUS;rNleaching_grs;kgN/yr;1386453166.79;1596296764.46;1544016291.2;1566411073.82;1364704222.83;1337745370.66;1219524255.57;1211586742.52;1324892182.75;1075922796.63;1038575517.97;835798287.608;827729366.429;894103727.345;738070341.014;687419471.166;546429930.132;568680195.342;677292907.79;560558853.421;630253481.111
IMAGE-GNM;SSP1_oct2020;ROW;rNleaching_grs;kgN/yr;1490611784.97;1607001430.31;1686866479.14;1751382560.58;1753215341.87;1781819561.01;1868320440.92;1782979351.2;2034020150.78;2028620491.9;2291972916.13;2271630207.43;2048978788.59;2194773988.45;2104928296.67;1957250950.74;1855692686.31;1681521675.94;1867702237.36;1793319332.89;1761475759.2
IMAGE-GNM;SSP1_oct2020;WRLD;rNleaching_grs;kgN/yr;3863715387.36;4240913524.52;4408768037.54;4663076769.17;4513487255.2;4528090673.17;4518181291.83;4500477121.53;4887105216.77;4693855257.18;5071592306.5;4764081989.38;4419469004.41;4553489501.69;4308085345.06;3973417345.74;3645631554.11;3505101809.33;3778901378.13;3591191324.74;3532381314.74
IMAGE-GNM;SSP1_oct2020;BRIC;rNleaching_nat;kgN/yr;5739067960.97;5857171087.62;6090131995.89;6121105019.38;6019066632.66;5632025357.0;5754020486.5;5917742400.17;6041818191.71;6123032054.99;6093801661.71;6274001971.74;5930085566.57;5719671301.86;5788621751.93;5583279375.33;5778673078.04;5584893533.24;5400969033.72;5414950936.03;5215928154.48
IMAGE-GNM;SSP1_oct2020;INDUS;rNleaching_nat;kgN/yr;3039363878.32;3352855646.7;3436029890.33;3391160769.11;3350785960.9;3458616923.3;3378244604.12;3620544274.63;3812130794.6;3363867443.84;3228572871.75;3026146194.63;3020737847.8;3305059864.46;3132160677.86;3124455723.94;2898231734.42;3033522536.71;3284982531.52;3015881783.8;3153155105.74
IMAGE-GNM;SSP1_oct2020;ROW;rNleaching_nat;kgN/yr;6778166812.05;6750105480.23;6520312459.07;6541082757.06;6461217117.68;6266759064.73;6334235575.94;5783766630.63;6234264554.41;6649282884.47;6578158662.3;6372798490.13;5828602745.85;6370146678.57;6676039143.09;6317297424.78;6258719872.33;5694535300.3;6281349628.83;6583553556.75;6196533684.31
IMAGE-GNM;SSP1_oct2020;WRLD;rNleaching_nat;kgN/yr;15556598651.3;15960132214.5;16046474345.3;16053348545.5;15831069711.2;15357401345.0;15466500666.6;15322053305.4;16088213540.7;16136182383.3;15900533195.8;15672946656.5;14779426160.2;15394877844.9;15596821572.9;15025032524.0;14935624684.8;14312951370.2;14967301194.1;15014386276.6;14565616944.5
IMAGE-GNM;SSP1_oct2020;BRIC;rN_denitr_grw;kgN/yr;2657077906.47;3000017070.73;3743485138.94;4697028903.22;5295414717.87;5682464624.44;5392371715.22;5637113008.93;6182051404.4;6147184125.88;6584814183.48;6340377633.4;6256654048.67;5927287358.4;5508832874.24;5774203042.58;5387492377.43;5259672449.97;4906048182.97;4759263232.78;4944895047.53
IMAGE-GNM;SSP1_oct2020;INDUS;rN_denitr_grw;kgN/yr;3258255427.18;4015927342.67;4630454103.73;5131664010.28;5290780911.59;5084199028.35;5137071712.82;4917065615.4;4100104362.24;4580609771.18;4277356888.93;4283556584.25;4134520095.88;3724699414.73;3879976318.83;3856974330.6;4048231418.43;3760370087.36;3449552339.96;3724210673.52;3588219198.38
IMAGE-GNM;SSP1_oct2020;ROW;rN_denitr_grw;kgN/yr;2857746710.05;3085657771.13;3578288420.96;3998238339.02;4363851457.93;4489663297.99;4469923011.35;4486576899.06;4254123249.57;4733647947.57;4841530598.53;5058552366.74;5193911793.45;4813342452.19;4988171649.58;5046593760.04;5028677345.42;5009955729.16;4639459559.72;4919920619.35;4832769675.96
IMAGE-GNM;SSP1_oct2020;WRLD;rN_denitr_grw;kgN/yr;8773080043.7;10101602184.5;11952227663.6;13826931252.5;14950047087.4;15256326950.8;14999366439.4;15040755523.4;14536279016.2;15461441844.6;15703701670.9;15682486584.4;15585085938.0;14465329225.3;14376980842.7;14677771133.2;14464401141.3;14029998266.5;12995060082.6;13403394525.6;13365883921.9
IMAGE-GNM;SSP1_oct2020;BRIC;rN_denitr_rip;kgN/yr;785014636.221;873087078.954;1204010927.67;1467972152.11;1726889002.99;1606955023.24;1578439848.42;1719585811.44;1950544099.33;2257317057.69;2405228098.72;2246813512.05;2246985424.31;2205041212.92;2149369434.02;1887271588.87;1713084700.08;1775296822.47;1809315224.55;1749345761.62;1755906050.28
IMAGE-GNM;SSP1_oct2020;INDUS;rN_denitr_rip;kgN/yr;909920342.404;1099189529.5;1214947404.65;1196477677.39;1155996862.85;1105054491.82;1018775983.11;979787329.938;907374247.132;846504380.572;816484857.479;747745418.548;720322621.025;761040330.302;724338819.825;698922143.369;622818318.828;608420491.976;670342634.406;650249215.049;676964434.918
IMAGE-GNM;SSP1_oct2020;ROW;rN_denitr_rip;kgN/yr;1106101212.58;1211680287.65;1419733929.96;1508397726.24;1615516184.27;1546054733.0;1560352737.68;1466913778.15;1574568262.67;1848860941.26;1943972399.35;1934048763.75;1901585400.37;1927560414.76;1964332255.6;1922155531.54;1856843017.27;1797873343.29;1875158343.16;1895900570.15;1936661653.76
IMAGE-GNM;SSP1_oct2020;WRLD;rN_denitr_rip;kgN/yr;2801036191.21;3183956896.11;3838692262.28;4172847555.74;4498402050.11;4258064248.06;4157568569.21;4166286919.52;4432486609.14;4952682379.53;5165685355.55;4928607694.35;4868893445.71;4893641957.98;4838040509.45;4508349263.77;4192746036.19;4181590657.73;4354816202.11;4295495546.82;4369532138.96
IMAGE-GNM;SSP1_oct2020;BRIC;rNstorage_grw;kgN/yr;1494860359.09;2352025786.29;3868581426.21;3428103224.87;3715885042.23;3150055010.6;2579169644.06;4064457447.38;3676454504.27;3355446025.06;2277214279.35;2339176199.07;1972435294.25;1386932629.95;1022876701.33;378619747.985;785700997.543;883508021.714;832182440.819;609135241.412;357256721.456
IMAGE-GNM;SSP1_oct2020;INDUS;rNstorage_grw;kgN/yr;4383780071.31;4733957586.94;4456546029.3;3006223469.26;2417894581.66;2221093050.29;1389430861.0;1314280564.92;1719496608.46;1057911833.64;1387935942.72;1329426369.01;1329903661.98;1516769591.14;1063300261.52;969658872.724;649736996.045;1093988559.86;1466333590.99;1026992500.88;1249287901.34
IMAGE-GNM;SSP1_oct2020;ROW;rNstorage_grw;kgN/yr;1266905821.29;2172581471.7;2125532688.77;2748325975.99;1962934811.61;609499476.977;956835105.648;775092477.021;1446219506.61;1834431473.61;1859248812.4;1271608400.22;773636063.538;987426789.458;1117480744.62;544692477.578;293789548.583;43061747.3637;654401132.091;581793847.258;529290041.803
IMAGE-GNM;SSP1_oct2020;WRLD;rNstorage_grw;kgN/yr;7145546251.7;9258564844.93;10450660144.3;9182652670.13;8096714435.5;5980647537.86;4925435610.7;6153830489.32;6842170619.34;6247789332.31;5524399034.48;4940210968.3;4075975019.77;3891129010.55;3203657707.46;1892971098.29;1729227542.17;2020558328.94;2952917163.9;2217921589.55;2135834664.6
IMAGE-GNM;SSP1_oct2020;BRIC;rSgd;kgN/yr;52311715.1142;60084724.6326;78941097.2154;92456149.6041;106196690.986;117195349.825;121475690.3;146685765.405;167167609.453;182716849.893;181405024.291;180466976.148;193434406.097;200966067.727;197870604.502;174087265.637;169333734.19;179550729.942;182884710.819;180671042.582;175837946.387
IMAGE-GNM;SSP1_oct2020;INDUS;rSgd;kgN/yr;188942784.446;209707072.167;247771960.07;250435011.194;250950613.131;245128748.369;238713258.848;226550055.244;231670656.629;220013545.738;222234373.333;206287352.521;190611708.594;200372292.283;189785134.663;183714428.564;170186608.034;160944235.765;173442504.072;165151457.798;172742538.719
IMAGE-GNM;SSP1_oct2020;ROW;rSgd;kgN/yr;216181200.536;227554686.428;257656449.08;276323267.327;295611571.367;301479409.594;317170316.611;299310925.876;305717680.89;293682456.54;307087316.898;313177967.033;319713705.441;344118536.554;332604090.809;338397701.379;339248222.526;339095594.308;361774239.747;342281380.319;350540218.36
