Model;Scenario;Region;Variable;Unit;1970;1975;1980;1985;1990;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070
IMAGE-GNM;SSP1_oct2020;ROW;iNemissions_animals;kgN/yr;35737232.6192;41822689.9157;47908147.2123;54838080.4944;61768013.7765;67561173.1175;73354332.4585;79243674.3245;85133016.1905;95200746.7829;105083286.345;113104081.487;121124876.629;127374900.098;133624923.568;138449145.709;143273367.85;146693656.472;150113945.095;152260309.986;154406674.877
IMAGE-GNM;SSP1_oct2020;WRLD;iNemissions_animals;kgN/yr;59805220.2632;70127819.0442;80450417.8252;94417261.8491;108384105.873;118577528.7;128770951.528;135361721.287;141952491.046;155967742.161;170262726.524;181683384.818;193104043.113;202006849.968;210909656.822;217769123.525;224628590.227;229604392.868;234580195.51;237920394.986;241260594.463
IMAGE-GNM;SSP1_oct2020;BRIC;iN_not_connected;kgN/yr;911835721.058;1031890297.07;1151944873.09;1411777166.1;1671609459.11;1893269458.28;2114929457.45;1750844738.55;1386760019.64;1369448643.04;1381733228.69;1271580583.74;1161427938.78;984723301.44;808018664.098;634889770.813;461760877.528;381136448.78;300512020.032;250737072.823;200962125.614
IMAGE-GNM;SSP1_oct2020;INDUS;iN_not_connected;kgN/yr;332678726.291;334705167.741;336731609.191;327980391.284;319229173.378;218033724.332;116838275.286;144180011.072;171521746.859;152757103.882;126854785.726;95945256.9233;65035728.1201;43399729.8814;21763731.6428;21086999.2953;20410266.9478;20958525.9635;21506784.9792;21349610.5004;21192436.0217
IMAGE-GNM;SSP1_oct2020;ROW;iN_not_connected;kgN/yr;685179092.357;879296477.108;1073413861.86;1312677802.67;1551941743.48;1740239299.91;1928536856.34;2123627366.08;2318717875.82;2690048214.57;3054765204.88;3125986107.12;3197207009.35;3077404340.45;2957601671.55;2734279362.18;2510957052.8;2308374852.87;2105792652.94;1873932399.63;1642072146.31
IMAGE-GNM;SSP1_oct2020;WRLD;iN_not_connected;kgN/yr;1929693539.71;2245891941.93;2562090344.14;3052435360.05;3542780375.96;3851542482.52;4160304589.08;4018652115.69;3876999642.31;4212253961.49;4563353219.3;4493511947.77;4423670676.25;4105527371.77;3787384067.29;3390256132.28;2993128197.28;2710469827.61;2427811457.95;2146019082.95;1864226707.95
IMAGE-GNM;SSP1_oct2020;BRIC;iN_connected;kgN/yr;728990723.692;867992594.312;1006994464.93;1229148270.65;1451302076.36;1806199520.79;2161096965.22;3143008381.99;4124919798.77;5391701857.37;6772416741.72;8098026136.46;9423635531.2;10544086780.0;11664538028.8;12431117320.0;13197696611.1;13475400651.1;13753104691.0;13757300238.2;13761495785.5
IMAGE-GNM;SSP1_oct2020;INDUS;iN_connected;kgN/yr;2789543212.24;2942383580.43;3095223948.61;3237796577.2;3380369205.78;3605194717.32;3830020228.85;3898632340.86;3967244452.86;4154813598.49;4364770351.7;4625642956.02;4886515560.34;5129594885.27;5372674210.2;5584190045.32;5795705880.44;5933092678.95;6070479477.45;6169666795.88;6268854114.32
IMAGE-GNM;SSP1_oct2020;ROW;iN_connected;kgN/yr;921648521.638;1132279425.43;1342910329.23;1547541165.7;1752172002.17;2056590773.74;2361009545.3;2776319481.52;3191629417.74;3892711378.14;4637914983.48;5834114634.53;7030314285.58;8541651439.97;10052988594.4;11596460920.4;13139933246.4;14448524610.7;15757115975.1;16809898725.3;17862681475.5
IMAGE-GNM;SSP1_oct2020;WRLD;iN_connected;kgN/yr;4440182457.56;4942655600.17;5445128742.78;6014486013.55;6583843284.32;7467985011.85;8352126739.37;9817960204.38;11283793669.4;13439226834.0;15775102076.9;18557783727.0;21340465377.1;24215333105.2;27090200833.4;29611768285.7;32133335738.0;33857017940.8;35580700143.6;36736865759.4;37893031375.2
IMAGE-GNM;SSP1_oct2020;BRIC;iN_agri;kgN/yr;135483202.184;145595836.512;155708470.84;190509912.305;225311353.77;270957832.876;316604311.981;217697176.628;118790041.274;109232227.958;110980155.826;105128990.932;99277826.038;87867800.1531;76457774.2682;64896951.795;53336129.3218;48400243.3304;43464357.339;39662698.343;35861039.3469
IMAGE-GNM;SSP1_oct2020;INDUS;iN_agri;kgN/yr;21057063.7673;21739939.2976;22422814.828;22305909.2692;22189003.7104;14804021.9542;7419040.19796;9099608.79871;10780177.3995;9394324.45355;7797050.1135;5893509.4929;3989968.87229;2760107.02579;1530245.17928;1508514.10547;1486783.03165;1535588.53241;1584394.03316;1589516.19607;1594638.35898
IMAGE-GNM;SSP1_oct2020;ROW;iN_agri;kgN/yr;49657411.0484;72894247.6118;96131084.1752;136578396.624;177025709.072;225890046.764;274754384.455;309580032.145;344405679.835;405713017.208;464995678.002;486260010.626;507524343.251;496810207.421;486096071.591;454034502.993;421972934.394;388798307.183;355623679.971;316320227.211;277016774.45
IMAGE-GNM;SSP1_oct2020;WRLD;iN_agri;kgN/yr;206197676.999;240230023.421;274262369.843;349394218.198;424526066.553;511651901.593;598777736.634;536376817.571;473975898.509;524339569.619;583772883.941;597282511.051;610792138.161;587438114.6;564084091.039;520439968.893;476795846.747;438734139.045;400672431.343;357572441.75;314472452.156
IMAGE-GNM;SSP1_oct2020;BRIC;iN_other;kgN/yr;1330173363.58;1525471157.25;1720768950.92;2063368316.95;2405967682.99;2749324088.13;3092680493.26;3279607727.91;3466534962.57;3868094246.0;4282038661.93;4598060617.33;4914082572.74;5111792004.38;5309501436.02;5384854330.18;5460207224.34;5438128106.12;5416048987.9;5322505356.99;5228961726.07
IMAGE-GNM;SSP1_oct2020;INDUS;iN_other;kgN/yr;1571610426.19;1656687698.39;1741764970.59;1820162988.01;1898561005.43;1944357599.09;1990154192.74;2045299575.41;2100444958.09;2168655803.21;2244182623.71;2330204371.55;2416226119.38;2499287012.47;2582347905.56;2661116843.59;2739885781.62;2800733436.2;2861581090.78;2907052612.28;2952524133.79
IMAGE-GNM;SSP1_oct2020;ROW;iN_other;kgN/yr;1075206663.32;1296689193.45;1518171723.57;1755270782.93;1992369842.29;2236831024.37;2481292206.44;2789768266.83;3098244327.23;3556048509.09;4006504017.0;4425886341.57;4845268666.14;5237499125.04;5629729583.94;5952353677.92;6274977771.89;6522205412.6;6769433053.3;6920035060.1;7070637066.9
IMAGE-GNM;SSP1_oct2020;WRLD;iN_other;kgN/yr;3976990453.09;4478848049.09;4980705645.08;5638802087.9;6296898530.71;6930512711.58;7564126892.45;8114675570.15;8665224247.86;9592798558.3;10532725302.7;11354151330.4;12175577358.2;12848578141.9;13521578925.6;13998324851.7;14475070777.8;14761066954.9;15047063132.0;15149593029.4;15252122926.8
IMAGE-GNM;SSP1_oct2020;BRIC;iN_sw;kgN/yr;1214779827.21;1407496761.33;1600213695.45;1921020095.02;2241826494.59;2669273070.66;3096719646.74;3864045611.14;4631371575.54;5462077530.28;6269713177.47;6690827979.64;7111942781.81;6996524619.56;6881106457.31;6417224384.27;5953342311.22;5271021368.92;4588700426.62;3810974892.99;3033249359.36
IMAGE-GNM;SSP1_oct2020;INDUS;iN_sw;kgN/yr;2659177512.52;2604238726.01;2549299939.5;2406915385.36;2264530831.22;2203440677.92;2142350524.61;2020154235.68;1897957946.76;1886966287.68;1879766249.52;1705599945.64;1531433641.75;1329475064.68;1127516487.61;970278301.441;813040115.27;724351011.006;635661906.742;602978271.426;570294636.11
IMAGE-GNM;SSP1_oct2020;ROW;iN_sw;kgN/yr;1333701552.61;1638418520.91;1943135489.22;2238017745.59;2532900001.96;2872536776.98;3212173552.0;3579641827.54;3947110103.08;4652028618.25;5366587964.53;6161515034.35;6956442104.17;7708672971.38;8460903838.59;8967028080.78;9473152322.97;9565218060.54;9657283798.11;9423706368.79;9190128939.47
IMAGE-GNM;SSP1_oct2020;WRLD;iN_sw;kgN/yr;5207658892.34;5650154008.26;6092649124.17;6565953225.97;7039257327.77;7745250525.56;8451243723.35;9463841674.38;10476439625.4;12001072436.2;13516067391.5;14557942959.6;15599818527.7;16034672655.6;16469526783.5;16354530766.5;16239534749.5;15560590440.5;14881646131.5;13837659533.2;12793672934.9
IMAGE-GNM;SSP1_oct2020;BRIC;iN_WWT_loss;kgN/yr;0.0;17002422.7745;34004845.5489;77098444.6774;120192043.806;155047932.186;189903820.566;250930331.462;311956842.358;746398702.488;1327957989.34;2168186247.08;3008414504.82;4141528769.51;5274643034.19;6404475875.24;7534308716.28;8447389519.29;9360470322.3;10114118768.3;10867767214.3
IMAGE-GNM;SSP1_oct2020;INDUS;iN_WWT_loss;kgN/yr;326890463.262;535394117.774;743897772.285;1023285778.17;1302673784.05;1529694024.11;1756714264.18;1963669586.75;2170624909.32;2358299729.2;2560167676.39;2976958789.76;3393749903.13;3825935543.61;4258121184.09;4626469162.31;4994817140.54;5221212741.45;5447608342.37;5579381050.17;5711153757.98
IMAGE-GNM;SSP1_oct2020;ROW;iN_WWT_loss;kgN/yr;3153343.96392;17508595.5291;31863847.0942;65567110.7029;99270374.3115;148132714.215;196995054.118;344539686.534;492084318.951;681478426.521;902655469.416;1336182715.27;1769709961.12;2463585109.65;3157460258.18;4079747566.53;5002034874.87;6117018876.07;7232002877.27;8402401296.91;9572799716.55
IMAGE-GNM;SSP1_oct2020;WRLD;iN_WWT_loss;kgN/yr;330043807.226;569905136.077;809766464.928;1165951333.55;1522136202.17;1832874670.51;2143613138.86;2559139604.75;2974666070.64;3786176858.2;4790781135.14;6481327752.1;8171874369.07;10431049422.7;12690224476.4;15110692604.0;17531160731.7;19785621136.8;22040081541.9;24095901115.3;26151720688.8
IMAGE-GNM;SSP1_oct2020;BRIC;iPintake_human;kgP/yr;635082182.729;724518623.564;813955064.398;966514962.85;1119074861.3;1279620415.74;1440165970.17;1533322708.64;1626479447.1;1779456293.3;1923148283.11;2037861303.3;2152574323.49;2224929293.14;2297284262.78;2320044252.72;2342804242.65;2323370022.52;2303935802.39;2253051898.67;2202167994.96
IMAGE-GNM;SSP1_oct2020;INDUS;iPintake_human;kgP/yr;548535793.065;587409758.45;626283723.835;664359933.111;702436142.387;735814622.983;769193103.578;769308983.777;769424863.976;792605422.013;819236241.169;848335582.038;877434922.907;904589598.802;931744274.696;954895211.653;978046148.61;997388175.572;1016730202.53;1030876330.65;1045022458.77
IMAGE-GNM;SSP1_oct2020;ROW;iPintake_human;kgP/yr;494031769.418;581760164.689;669488559.96;768352279.279;867215998.598;993751660.749;1120287322.9;1244419378.47;1368551434.04;1539120755.83;1701142264.44;1871553793.41;2041965322.39;2209349759.11;2376734195.83;2514805317.35;2652876438.88;2752881114.0;2852885789.11;2915152274.81;2977418760.51
IMAGE-GNM;SSP1_oct2020;WRLD;iPintake_human;kgP/yr;1677649745.21;1893688546.7;2109727348.2;2399227175.24;2688727002.29;3009186699.47;3329646396.65;3547051070.88;3764455745.11;4111182471.15;4443526788.71;4757750678.75;5071974568.79;5338868651.05;5605762733.3;5789744781.72;5973726830.14;6073639312.09;6173551794.04;6199080504.14;6224609214.24
IMAGE-GNM;SSP1_oct2020;BRIC;iPemissions;kgP/yr;642488161.295;731966254.129;821444346.962;966788774.8;1112133202.64;1260462708.24;1408792213.85;1591058837.24;1773325460.63;2021875842.74;2253996772.03;2419033448.41;2584070124.79;2595465761.19;2606861397.59;2453456610.74;2300051823.88;2291817490.65;2283583157.41;2242347601.11;2201112044.82
IMAGE-GNM;SSP1_oct2020;INDUS;iPemissions;kgP/yr;882690162.527;925299013.698;967907864.87;997818639.005;1027729413.14;997052371.562;966375329.983;925796766.972;885218203.962;902006259.426;917989401.627;933251147.332;948512893.036;949978477.194;951444061.352;936572318.862;921700576.371;940625997.782;959551419.192;973324339.852;987097260.512
IMAGE-GNM;SSP1_oct2020;ROW;iPemissions;kgP/yr;549516458.141;650297966.67;751079475.198;856294626.512;961509777.827;1092924904.81;1224340031.8;1392577161.18;1560814290.57;1756690917.68;1938487241.14;2157063265.85;2375639290.56;2599325715.8;2823012141.04;3017714202.85;3212416264.66;3422273961.94;3632131659.22;3768842753.76;3905553848.31
IMAGE-GNM;SSP1_oct2020;WRLD;iPemissions;kgP/yr;2074694781.96;2307563234.49;2540431687.03;2820902040.32;3101372393.6;3350439984.62;3599507575.63;3909432765.4;4219357955.17;4680573019.85;5110473414.79;5509347861.59;5908222308.38;6144769954.18;6381317599.98;6407743132.45;6434168664.91;6654717450.37;6875266235.82;6984514694.73;7093763153.64
IMAGE-GNM;SSP1_oct2020;BRIC;iPemissions_human;kgP/yr;558062149.329;634616917.637;711171685.946;841999119.759;972826553.572;1109452745.44;1246078937.31;1323323294.38;1400567651.46;1532905091.56;1657486072.7;1757209512.57;1856932952.44;1920325702.56;1983718452.67;2004331798.08;2024945143.49;2009012085.04;1993079026.58;1949760299.66;1906441572.74
IMAGE-GNM;SSP1_oct2020;INDUS;iPemissions_human;kgP/yr;466935464.205;497573547.724;528211631.242;557164716.363;586117801.484;610369603.181;634621404.879;631356740.133;628092075.388;646661882.843;668018154.04;691395125.374;714772096.707;736580343.262;758388589.816;776944349.664;795500109.513;810927469.213;826354828.913;837499055.025;848643281.137
IMAGE-GNM;SSP1_oct2020;ROW;iPemissions_human;kgP/yr;438769511.781;515525152.571;592280793.36;678386127.748;764491462.135;874658924.624;984826387.112;1092044231.43;1199262075.74;1349211307.44;1491802948.66;1641842330.4;1791881712.15;1939425746.41;2086969780.68;2208865191.31;2330760601.94;2419234083.69;2507707565.45;2562986064.58;2618264563.71
IMAGE-GNM;SSP1_oct2020;WRLD;iPemissions_human;kgP/yr;1463767125.31;1647715617.93;1831664110.55;2077549963.87;2323435817.19;2594481273.24;2865526729.3;3046724265.95;3227921802.59;3528778281.84;3817307175.4;4090446968.35;4363586761.29;4596331792.23;4829076823.17;4990141339.06;5151205854.94;5239173637.94;5327141420.95;5350245419.27;5373349417.59
IMAGE-GNM;SSP1_oct2020;BRIC;iPemissions_industry;kgP/yr;62710873.0149;67013467.8589;71316062.7028;75418096.3474;79520129.9919;76514575.0111;73509020.0303;95774917.7272;118040815.424;149536423.274;181735610.821;206277842.999;230820075.178;236598481.339;242376887.501;227651914.649;212926941.799;216593051.841;220259161.883;219976400.274;219693638.666
IMAGE-GNM;SSP1_oct2020;INDUS;iPemissions_industry;kgP/yr;199147950.76;191208920.99;183269891.22;167534366.515;151798841.811;123337543.664;94876245.5167;91232145.801;87588046.0853;89593633.4825;91340311.5439;93337985.7159;95335659.8878;95614570.0959;95893480.3039;94299150.9005;92704821.4971;94969155.9513;97233490.4054;98875149.7995;100516809.194
IMAGE-GNM;SSP1_oct2020;ROW;iPemissions_industry;kgP/yr;69584494.5674;79061770.7716;88539046.9758;91117755.4013;93696463.8268;88651306.778;83606149.7291;99205468.4315;114804787.134;134186244.823;153194892.033;178514750.174;203834608.315;232057850.992;260281093.668;287295300.89;314309508.112;344850261.126;375391014.14;397043711.595;418696409.051
IMAGE-GNM;SSP1_oct2020;WRLD;iPemissions_industry;kgP/yr;331443318.342;337284159.62;343125000.898;334070218.263;325015435.629;288503425.452;251991415.276;286212531.96;320433648.643;373316301.58;426270814.398;478130578.89;529990343.381;564270902.427;598551461.473;609246366.44;619941271.407;656412468.918;692883666.428;715895261.669;738906856.911
IMAGE-GNM;SSP1_oct2020;BRIC;iPemissions_animals;kgP/yr;3293079.95609;3905889.3235;4518698.6909;5542122.79997;6565546.90904;7205437.10036;7845327.29169;7947714.25649;8050101.22129;8608865.16339;9235184.0412;9716798.81784;10198413.5945;10573597.2557;10948780.917;11236213.4871;11523646.0573;11743185.1395;11962724.2217;12131088.7663;12299453.3109
IMAGE-GNM;SSP1_oct2020;INDUS;iPemissions_animals;kgP/yr;141678.283448;133562.905475;125447.527503;106209.797575;86972.0676463;75065.8401914;63159.6127365;60880.9593698;58602.3060032;63170.6608069;66532.1709466;70095.9995676;73659.8281886;77042.4500872;80425.0719858;83432.674287;86440.2765882;88881.1892494;91322.1019106;93323.9295244;95325.7571382
IMAGE-GNM;SSP1_oct2020;ROW;iPemissions_animals;kgP/yr;5099965.29976;5968384.70712;6836804.11448;7825737.87129;8814671.62809;9641374.34004;10468077.052;11308512.5048;12148947.9576;13585646.9166;14995918.9108;16140493.4084;17285067.9059;18176942.4904;19068817.0749;19757219.6812;20445622.2874;20933676.0088;21421729.7302;21727990.7779;22034251.8255
IMAGE-GNM;SSP1_oct2020;WRLD;iPemissions_animals;kgP/yr;8534723.53929;10007836.9361;11480950.3329;13474070.4688;15467190.6048;16921877.2806;18376563.9564;19317107.7207;20257651.4849;22257682.7408;24297635.123;25927388.2258;27557141.3286;28827582.1962;30098023.0638;31076865.8426;32055708.6213;32765742.3375;33475776.0538;33952403.4737;34429030.8936
IMAGE-GNM;SSP1_oct2020;BRIC;iPemissions_detergents;kgP/yr;18422058.9949;26429979.309;34437899.623;43829435.8936;53220972.1643;67289950.6917;81358929.2192;164012910.873;246666892.528;330825462.742;405539904.463;445829294.02;486118683.577;427967980.037;369817276.497;210236684.518;50656092.5402;54469168.6318;58282244.7235;60479812.4098;62677380.0962
IMAGE-GNM;SSP1_oct2020;INDUS;iPemissions_detergents;kgP/yr;216465069.278;236382982.079;256300894.88;273013346.329;289725797.778;263270158.876;236814519.974;203147000.079;169479480.183;165687572.44;158564403.872;148447940.242;138331476.613;117706521.387;97081566.1606;65245385.6227;33409205.0847;34640491.4284;35871777.772;36856811.0979;37841844.4238
IMAGE-GNM;SSP1_oct2020;ROW;iPemissions_detergents;kgP/yr;36062486.4932;49742658.6203;63422830.7475;78965005.4921;94507180.2367;119973299.07;145439417.903;190018948.821;234598479.738;259707718.507;278493481.538;320565691.866;362637902.193;409665175.906;456692449.619;501796490.969;546900532.32;637255941.109;727611349.898;787084986.81;846558623.722
IMAGE-GNM;SSP1_oct2020;WRLD;iPemissions_detergents;kgP/yr;270949614.766;312555620.008;354161625.251;395807787.715;437453950.179;450533408.638;463612867.096;557178859.772;650744852.448;756220753.688;842597789.873;914842926.128;987088062.384;955339677.33;923591292.276;777278561.111;630965829.945;726365601.169;821765372.393;884421610.317;947077848.242
IMAGE-GNM;SSP1_oct2020;BRIC;iP_not_connected;kgP/yr;91183572.1058;103189029.707;115194487.309;141177716.61;167160945.911;189326945.828;211492945.745;175084473.855;138676001.964;136944864.304;138173322.869;127158058.374;116142793.878;98472330.144;80801866.4098;63488977.0813;46176087.7528;38113644.878;30051202.0032;25073707.2823;20096212.5614
IMAGE-GNM;SSP1_oct2020;INDUS;iP_not_connected;kgP/yr;33267872.6291;33470516.7741;33673160.9191;32798039.1284;31922917.3378;21803372.4332;11683827.5286;14418001.1072;17152174.6859;15275710.3882;12685478.5726;9594525.69233;6503572.81201;4339972.98814;2176373.16428;2108699.92953;2041026.69478;2095852.59635;2150678.49792;2134961.05004;2119243.60217
IMAGE-GNM;SSP1_oct2020;ROW;iP_not_connected;kgP/yr;68517909.2357;87929647.7108;107341386.186;131267780.267;155194174.348;174023929.991;192853685.634;212362736.608;231871787.582;269004821.457;305476520.488;312598610.712;319720700.935;307740434.045;295760167.155;273427936.218;251095705.28;230837485.287;210579265.294;187393239.963;164207214.631
IMAGE-GNM;SSP1_oct2020;WRLD;iP_not_connected;kgP/yr;192969353.971;224589194.192;256209034.414;305243536.005;354278037.596;385154248.252;416030458.908;401865211.569;387699964.231;421225396.149;456335321.93;449351194.778;442367067.625;410552737.177;378738406.729;339025613.229;299312819.728;271046982.762;242781145.795;214601908.295;186422670.795
IMAGE-GNM;SSP1_oct2020;BRIC;iP_connected;kgP/yr;94266358.0459;116505537.074;138744716.102;169868493.323;200992270.544;249006711.087;297021151.63;477411678.063;657802204.495;868176108.433;1080551109.16;1253179846.55;1425808583.94;1480022834.15;1534237084.36;1452192114.75;1370147145.14;1401709653.31;1433272161.48;1435877197.27;1438482233.05
IMAGE-GNM;SSP1_oct2020;INDUS;iP_connected;kgP/yr;530026743.452;561348775.966;592670808.48;617405584.776;642140361.071;630327212.036;618514063.0;591892925.664;565271788.328;580257650.64;594169334.821;610195772.173;626222209.526;630018624.046;633815038.567;623305540.534;612796042.501;627759236.62;642722430.74;653620778.225;664519125.711
IMAGE-GNM;SSP1_oct2020;ROW;iP_connected;kgP/yr;133992828.685;169175116.938;204357405.191;239385852.232;274414299.273;327577377.454;380740455.634;466605792.754;552471129.874;647550463.869;740753265.737;902214044.013;1063674822.29;1261577161.44;1459479500.58;1658682702.31;1857885904.03;2078603494.51;2299321084.98;2463745891.91;2628170698.84
IMAGE-GNM;SSP1_oct2020;WRLD;iP_connected;kgP/yr;758285930.183;847029429.978;935772929.774;1026659930.33;1117546930.89;1206911300.58;1296275670.26;1535910396.48;1775545122.7;2095984222.94;2415473709.72;2765589662.73;3115705615.75;3371618619.63;3627531623.51;3734180357.59;3840829091.68;4108072384.44;4375315677.21;4553243867.4;4731172057.6
IMAGE-GNM;SSP1_oct2020;BRIC;iP_agri;kgP/yr;18354343.3486;19882476.9727;21410610.5968;26201757.3131;30992904.0294;36974440.0635;42955976.0976;30636703.363;18317430.6284;17363462.722;17851820.6804;17327942.0029;16804063.3253;15539468.2238;14274873.1223;12953618.4667;11632363.8111;11109972.431;10587581.051;10184918.0838;9782255.11665
IMAGE-GNM;SSP1_oct2020;INDUS;iP_agri;kgP/yr;2693184.19253;2775046.66175;2856909.13096;2834006.12126;2811103.11156;1882849.777;954596.442443;1163685.60567;1372774.7689;1201511.73465;1003300.96282;766894.093441;530487.224063;378212.114889;225937.005715;224516.640584;223096.275454;230248.784336;237401.293217;238904.177223;240407.061228
IMAGE-GNM;SSP1_oct2020;ROW;iP_agri;kgP/yr;8404656.47611;11683441.5588;14962226.6416;20444248.9743;25926271.3069;32390518.1312;38854764.9554;43570094.4913;48285424.0272;56567877.5299;64585859.8756;67737063.7122;70888267.5488;69933279.7167;68978291.8846;65267202.7564;61556113.6283;57619566.2845;53683018.9408;48902038.79;44121058.6392
IMAGE-GNM;SSP1_oct2020;WRLD;iP_agri;kgP/yr;29452184.0172;34340965.1933;39229746.3693;49480012.4086;59730278.4479;71247807.9717;82765337.4955;75370483.46;67975629.4244;75132851.9865;83440981.5189;85831899.8086;88222818.0982;85850960.0554;83479102.0125;78445337.8636;73411573.7148;68959787.4999;64508001.2849;59325861.051;54143720.8171
IMAGE-GNM;SSP1_oct2020;BRIC;iP_other;kgP/yr;135844151.838;156815451.468;177786751.099;212839597.268;247892443.437;282756929.145;317621414.853;351160945.141;384700475.429;438184009.205;491187317.779;529006088.067;566824858.354;577522281.558;588219704.762;570918425.655;553617146.547;551981657.889;550346169.23;541342359.517;532338549.804
IMAGE-GNM;SSP1_oct2020;INDUS;iP_other;kgP/yr;211935052.479;221310760.338;230686468.196;237502524.423;244318580.649;240094876.125;235871171.6;236158826.345;236446481.091;242678609.898;249115836.361;256135510.7;263155185.039;268244720.217;273334255.395;276259935.907;279185616.419;285461656.976;291737697.533;296437612.842;301137528.15
IMAGE-GNM;SSP1_oct2020;ROW;iP_other;kgP/yr;116751948.515;141098503.513;165445058.512;190437050.717;215429042.921;241356965.618;267284888.315;304516234.119;341747579.923;390521921.705;437619945.634;485684147.356;533748349.079;580359479.463;626970609.846;666697419.632;706424229.417;745715506.089;785006782.761;809939226.011;834871669.261
IMAGE-GNM;SSP1_oct2020;WRLD;iP_other;kgP/yr;464531152.83;519224715.319;573918277.808;640779172.408;707640067.008;764208770.891;820777474.773;891836005.606;962894536.44;1071384540.81;1177923099.77;1270825746.13;1363728392.48;1426126481.24;1488524570.0;1513875781.19;1539226992.38;1583158820.95;1627090649.53;1647719198.37;1668347747.21
IMAGE-GNM;SSP1_oct2020;BRIC;iP_sw;kgP/yr;140851850.009;167637376.925;194422903.841;233403054.731;272383205.621;325841839.141;379300472.661;528530536.591;677760600.521;803048161.224;904038867.969;909030080.078;914021292.188;826980854.444;739940416.7;609564866.734;479189316.768;407892775.982;336596235.196;279918560.775;223240886.354
IMAGE-GNM;SSP1_oct2020;INDUS;iP_sw;kgP/yr;470413762.511;454908294.754;439402826.997;402201325.83;364999824.663;331520612.67;298041400.676;258570404.361;219099408.045;209848240.082;200061662.683;170465042.434;140868422.184;119065003.334;97261584.4841;80635498.8768;64009413.2694;59331339.7922;54653266.3149;53208610.5671;51763954.8192
IMAGE-GNM;SSP1_oct2020;ROW;iP_sw;kgP/yr;172968800.882;215885300.662;258801800.443;299296005.498;339790210.553;391515088.429;443239966.305;503584569.19;563929172.074;641943148.937;714382692.427;805516767.81;896650843.194;987668433.693;1078686024.19;1150377167.2;1222068310.21;1247131945.51;1272195580.8;1230357242.88;1188518904.97
IMAGE-GNM;SSP1_oct2020;WRLD;iP_sw;kgP/yr;784234413.401;838430972.34;892627531.28;934900386.059;977173240.838;1048877540.24;1120581839.64;1290685510.14;1460789180.64;1654839550.24;1818483223.08;1885011890.32;1951540557.57;1933714291.47;1915888025.38;1840577532.82;1765267040.25;1714356061.28;1663445082.31;1563484414.22;1463523746.14
IMAGE-GNM;SSP1_oct2020;BRIC;iP_WWT_loss;kgP/yr;0.0;2215956.69771;4431913.39543;10159472.4522;15887031.5089;20755340.8103;25623650.1116;41893312.6548;58162975.198;143010345.522;255125737.645;416467942.395;577810147.146;709056273.878;840302400.61;878843102.912;917383805.214;1015663447.1;1113943088.99;1170462584.84;1226982080.69
IMAGE-GNM;SSP1_oct2020;INDUS;iP_WWT_loss;kgP/yr;78630869.6556;125529727.135;172428584.615;233828124.561;295227664.507;311189951.531;327152238.554;341566659.432;355981080.309;379162871.483;401379541.129;445234329.258;489089117.387;513443399.726;537797682.064;543874500.143;549951318.222;569623204.289;589295090.356;601628287.098;613961483.841
IMAGE-GNM;SSP1_oct2020;ROW;iP_WWT_loss;kgP/yr;510995.43129;3156682.1868;5802368.94232;12201971.3587;18601573.7752;28065724.1481;37529874.5211;72588019.7218;107646164.922;143223357.455;182240909.004;255527062.207;328813215.41;429249953.249;529686691.087;645952862.955;762219034.824;947965690.394;1133712345.96;1328697482.23;1523682618.49
IMAGE-GNM;SSP1_oct2020;WRLD;iP_WWT_loss;kgP/yr;79141865.0868;130902366.019;182662866.952;256189568.372;329716269.792;360011016.489;390305763.187;456047991.808;521790220.43;665396574.46;838746187.778;1117229333.86;1395712479.94;1651749626.85;1907786773.76;2068670466.01;2229554158.26;2533252341.78;2836950525.3;3100788354.16;3364626183.02
IMAGE-GNM;SSP2_oct2020;BRIC;iNmanure;kgN/yr;18773810214.0;20719245600.0;22785115380.0;24837834760.0;27444289720.0;29804004420.0;30627233100.0;31977568590.0;32277859260.0;32986396230.0;34476229150.0;35849348140.0;37147383810.0;38008099430.0;38819541890.0;39322491090.0;39783275671.4;40252140410.0;40714630060.0;40912681580.0;41105989050.0
IMAGE-GNM;SSP2_oct2020;INDUS;iNmanure;kgN/yr;24678726280.0;26076436114.0;25318219114.0;24937012098.0;23934811760.0;22291704948.0;21623154992.0;20910379268.0;20062733430.0;19674277356.0;20030500794.0;20407563476.0;20772833596.0;21184566642.0;21591088952.0;22089109282.0;22576301600.0;23290217280.0;23995174766.0;24581052406.0;25155561508.0
IMAGE-GNM;SSP2_oct2020;ROW;iNmanure;kgN/yr;28626907419.6;30310753180.1;33219823976.6;34649390521.7;36370970621.9;37315600121.6;38426841377.4;41398421380.2;44356476917.4;46730026853.2;49329684735.8;52039196467.8;54455321135.2;56651051897.6;58646270817.9;60074747461.1;61368847941.6;63005820251.0;64630597275.5;65686559195.0;66767151120.1
IMAGE-GNM;SSP2_oct2020;WRLD;iNmanure;kgN/yr;72079442100.0;77106431600.0;81323156400.0;84424243400.0;87750077000.0;89411306000.0;90677225500.0;94286376200.0;96697066500.0;99390695300.0;1.038364166e+11;1.08296115e+11;1.123755375e+11;1.158437202e+11;1.190568962e+11;1.214863421e+11;1.237284211e+11;1.265481777e+11;1.29340399e+11;1.311802989e+11;1.330286978e+11
